employee_id,age,gender,department,job_role,education,years_experience,monthly_salary,training_hours,attendance_percent,projects_completed,overtime_hours,satisfaction_score,work_life_balance,manager_rating,last_promotion_years,remote_days_per_month,skill_score,performance_score,performance_label,attrition_risk
EMP0567,28,Female,Operations,Process Analyst,Postgraduate,3,76465,49.0,88.9,3,13,7.0,6,3.1,4,7,65,62.5,Average Performer,5.7
EMP0568,28,Male,Engineering,QA Engineer,Postgraduate,7,93472,40.0,93.8,7,0,9.0,7,2.7,1,6,80,91.9,High Performer,5.0
EMP0569,34,Female,Operations,Operations Associate,Graduate,12,114693,36.0,86.2,7,18,4.0,5,4.5,1,3,75,75.7,High Performer,5.9
EMP0570,26,Female,Engineering,Data Analyst,Graduate,0,74504,52.0,86.7,2,16,8.0,7,3.4,0,5,82,70.5,Average Performer,5.0
EMP0571,55,Female,Finance,Financial Analyst,Graduate,29,130778,14.0,91.6,9,30,10.0,10,2.8,4,9,94,88.6,High Performer,11.1
EMP0572,40,Male,Sales,Sales Executive,Graduate,16,98875,39.0,91.4,8,13,8.0,6,2.5,4,2,61,77.7,High Performer,5.0
EMP0573,53,Female,Marketing,Content Strategist,Graduate,31,140514,46.0,94.8,13,0,10.0,7,5.0,1,0,86,98.0,High Performer,5.0
EMP0574,57,Male,Marketing,Content Strategist,MBA,32,141924,29.0,96.2,13,23,6.0,3,3.4,1,5,79,90.9,High Performer,5.8
EMP0575,42,Female,Marketing,SEO Analyst,Graduate,22,130971,43.0,91.8,11,26,7.0,3,3.1,4,3,98,88.7,High Performer,8.6
EMP0576,47,Female,Sales,Account Manager,MBA,25,112315,44.0,81.2,9,21,7.0,9,2.4,0,9,93,85.0,High Performer,7.7
EMP0577,50,Female,Support,Customer Support,Diploma,30,111008,31.0,88.5,11,13,6.0,8,3.1,2,0,77,92.3,High Performer,5.7
EMP0578,40,Male,Sales,Account Manager,Graduate,14,77566,21.0,85.8,5,14,9.0,9,3.9,6,4,56,83.3,High Performer,5.0
EMP0579,28,Male,Engineering,Data Analyst,MBA,6,89870,46.0,90.1,4,2,5.0,7,3.7,1,0,76,77.2,High Performer,5.0
EMP0580,37,Female,Operations,Operations Manager,Postgraduate,13,101488,35.0,92.2,3,3,,9,4.6,3,6,57,68.8,Average Performer,7.2
EMP0581,30,Female,Finance,Finance Manager,Graduate,4,58919,22.0,82.3,6,15,6.0,8,3.6,4,4,98,72.9,Average Performer,5.0
EMP0582,38,Female,Marketing,Content Strategist,Diploma,12,72136,35.0,81.9,6,19,10.0,4,3.4,1,2,66,85.1,High Performer,5.0
EMP0583,45,Male,HR,HR Executive,Postgraduate,24,113599,24.0,94.8,5,1,5.0,7,4.4,5,8,81,92.4,High Performer,5.0
EMP0584,54,Female,Operations,Operations Manager,Postgraduate,28,131435,36.0,95.6,12,15,6.0,6,3.1,2,16,86,96.4,High Performer,5.0
EMP0585,42,Female,Support,Service Associate,Postgraduate,19,112760,37.0,89.3,11,5,5.0,6,2.3,4,2,73,82.7,High Performer,5.0
EMP0586,27,Female,Engineering,QA Engineer,Postgraduate,6,80721,46.0,77.4,6,9,7.0,4,3.2,2,10,75,73.9,Average Performer,5.0
EMP0587,43,Female,HR,HR Manager,Postgraduate,21,142849,,92.7,7,18,8.0,5,,1,1,93,85.7,High Performer,5.0
EMP0588,30,Male,Engineering,Software Engineer,Graduate,10,98299,32.0,82.6,3,12,7.0,7,3.2,3,0,79,76.9,High Performer,8.4
EMP0589,53,Male,Sales,Business Associate,Graduate,33,144822,18.0,80.2,11,26,7.0,8,4.2,3,2,90,97.1,High Performer,9.4
EMP0590,52,Male,Operations,Process Analyst,Graduate,27,126883,48.0,75.9,10,13,4.0,7,3.0,2,13,96,89.2,High Performer,6.5
EMP0591,35,Male,Operations,Operations Associate,Graduate,10,91802,33.0,81.4,8,11,7.0,7,3.1,4,4,68,75.3,High Performer,6.5
EMP0592,31,Male,Marketing,SEO Analyst,Diploma,7,47448,46.0,87.9,4,8,,9,3.6,5,7,68,74.2,Average Performer,5.0
EMP0593,46,Male,Sales,Sales Executive,Postgraduate,25,119892,20.0,85.2,9,19,9.0,4,3.1,2,9,76,85.1,High Performer,5.0
EMP0594,27,Female,Engineering,Team Lead,Diploma,1,91023,21.0,85.0,9,14,8.0,7,3.5,2,9,82,87.6,High Performer,5.0
EMP0595,40,Male,Finance,Accountant,Graduate,16,116485,30.0,95.0,8,8,5.0,7,3.4,0,9,71,91.5,High Performer,5.0
EMP0596,56,Male,Engineering,Data Analyst,Graduate,32,176246,35.0,85.2,6,0,6.0,5,3.3,0,5,98,98.0,High Performer,5.0
EMP0597,56,Female,Support,Support Lead,Graduate,29,123022,32.0,99.6,10,17,5.0,4,3.1,6,8,88,80.5,High Performer,8.7
EMP0598,46,Male,Marketing,Marketing Manager,Graduate,25,150274,28.0,86.0,5,14,7.0,8,4.1,2,8,74,87.9,High Performer,5.0
EMP0599,57,Male,Operations,Process Analyst,Graduate,33,129721,30.0,81.3,9,10,9.0,7,4.2,3,3,89,98.0,High Performer,5.5
EMP0600,34,Male,Engineering,QA Engineer,Diploma,9,69445,55.0,93.6,5,4,,4,2.8,1,6,80,95.9,High Performer,5.0
EMP0601,25,Male,Operations,Process Analyst,Postgraduate,2,55324,26.0,84.2,5,19,10.0,3,2.6,1,9,66,65.5,Average Performer,6.8
EMP0602,36,Male,Marketing,Content Strategist,MBA,9,84700,,86.9,9,16,8.0,9,3.8,2,10,78,98.0,High Performer,5.8
EMP0603,32,Female,Marketing,Marketing Manager,MBA,12,101254,47.0,91.9,6,11,4.0,9,3.1,4,7,78,75.7,High Performer,5.0
EMP0604,56,Male,Marketing,Content Strategist,Graduate,29,154118,29.0,92.5,10,3,6.0,7,3.2,2,5,98,91.0,High Performer,5.0
EMP0605,33,Female,Engineering,Software Engineer,Postgraduate,12,107232,47.0,97.6,9,9,7.0,7,2.9,0,0,76,93.0,High Performer,5.0
EMP0606,42,Female,HR,HR Executive,MBA,16,85203,39.0,94.0,7,1,7.0,5,4.3,2,12,52,90.7,High Performer,5.0
EMP0607,26,Male,Operations,Operations Associate,Graduate,6,59454,32.0,93.1,6,4,8.0,8,2.8,0,2,78,84.4,High Performer,5.0
EMP0608,34,Male,Sales,Sales Executive,Graduate,12,94238,15.0,86.6,10,7,8.0,2,3.1,2,12,61,85.1,High Performer,5.0
EMP0609,32,Male,HR,HR Manager,Postgraduate,11,100813,40.0,89.1,7,19,8.0,5,4.6,5,8,64,77.2,High Performer,5.6
EMP0610,26,Female,Marketing,Content Strategist,MBA,5,84417,,85.2,7,12,7.0,7,4.3,0,6,66,77.8,High Performer,6.1
EMP0611,39,Female,Marketing,SEO Analyst,MBA,15,81682,50.0,88.1,9,20,4.0,5,4.6,3,3,75,87.0,High Performer,9.6
EMP0612,49,Male,Engineering,Data Analyst,Graduate,26,125699,46.0,92.9,6,11,10.0,6,3.0,1,13,93,98.0,High Performer,5.0
EMP0613,32,Female,Support,Service Associate,Graduate,10,78826,26.0,90.4,3,0,8.0,6,3.3,4,11,80,92.3,High Performer,5.0
EMP0614,55,Female,Marketing,Marketing Manager,Diploma,28,105654,26.0,90.1,8,9,10.0,8,3.0,2,0,93,98.0,High Performer,5.0
EMP0615,50,Female,Sales,Business Associate,Postgraduate,26,150835,34.0,94.3,8,20,4.0,6,2.7,1,11,76,80.0,High Performer,10.7
EMP0616,57,Male,Sales,Account Manager,Graduate,30,146003,56.0,86.2,8,4,8.0,8,3.1,0,3,92,98.0,High Performer,5.0
EMP0617,43,Male,Support,Support Lead,Postgraduate,20,106292,,84.4,9,21,9.0,7,2.8,1,4,82,85.6,High Performer,5.0
EMP0618,33,Female,Engineering,Data Analyst,Diploma,13,105918,61.0,100.0,5,15,4.0,4,2.7,2,5,78,80.2,High Performer,5.6
EMP0619,56,Male,Operations,Operations Associate,Graduate,30,130945,11.0,89.6,7,28,5.0,7,4.3,1,6,92,78.8,High Performer,10.3
EMP0620,36,Male,HR,HR Manager,Diploma,9,91539,42.0,92.1,8,20,9.0,6,3.6,4,4,57,84.1,High Performer,5.7
EMP0621,41,Female,HR,HR Executive,Diploma,18,72555,29.0,100.0,7,14,8.0,3,,3,13,63,81.8,High Performer,5.0
EMP0622,27,Male,Operations,Operations Manager,Graduate,6,68785,27.0,87.2,3,11,6.0,5,3.6,3,3,69,79.8,High Performer,8.7
EMP0623,33,Female,Operations,Process Analyst,Graduate,9,85376,57.0,89.9,9,18,5.0,8,2.9,5,3,67,69.0,Average Performer,5.2
EMP0624,53,Female,Finance,Finance Manager,Postgraduate,32,157869,43.0,92.5,9,9,6.0,9,2.9,1,1,69,95.2,High Performer,5.0
EMP0625,37,Male,HR,HR Manager,Graduate,17,84897,42.0,90.7,10,3,7.0,7,,1,10,98,94.4,High Performer,5.0
EMP0626,22,Male,Sales,Business Associate,Graduate,1,48743,31.0,95.0,1,10,6.0,9,3.8,0,4,87,75.9,High Performer,5.0
EMP0627,27,Female,Engineering,QA Engineer,Graduate,4,101670,,89.4,6,33,7.0,8,3.1,2,6,61,62.0,Average Performer,12.1
EMP0628,32,Male,Marketing,Marketing Manager,Diploma,10,103144,34.0,89.0,2,10,7.0,9,3.9,5,1,72,82.3,High Performer,5.0
EMP0629,43,Male,Support,Support Lead,Graduate,22,126304,41.0,92.0,8,14,7.0,7,4.0,1,0,82,82.1,High Performer,5.0
EMP0630,39,Male,Engineering,Software Engineer,Graduate,18,147290,31.0,92.1,5,22,7.0,6,2.1,3,9,75,80.1,High Performer,9.5
EMP0631,25,Male,Engineering,Team Lead,Graduate,3,83331,5.0,88.9,3,28,9.0,8,3.3,1,3,93,65.8,Average Performer,5.0
EMP0632,57,Male,Engineering,Team Lead,Postgraduate,31,166918,34.0,77.5,10,19,6.0,6,2.8,1,13,98,90.6,High Performer,7.3
EMP0633,50,Male,HR,HR Executive,Graduate,28,134468,40.0,99.9,15,11,8.0,6,3.1,3,8,87,98.0,High Performer,5.0
EMP0634,36,Female,Engineering,Software Engineer,Graduate,15,124254,23.0,86.5,12,12,7.0,6,4.3,5,10,77,88.9,High Performer,8.5
EMP0635,56,Female,Sales,Business Associate,Graduate,30,154739,22.0,93.5,12,37,5.0,9,3.5,0,5,86,74.7,Average Performer,12.7
EMP0636,28,Female,Operations,Operations Manager,Postgraduate,2,64945,36.0,96.7,6,1,5.0,7,4.3,5,13,70,83.9,High Performer,5.0
EMP0637,34,Female,Sales,Business Associate,MBA,7,69134,38.0,86.9,4,32,8.0,7,3.2,2,12,75,51.8,Needs Improvement,14.5
EMP0638,57,Female,Finance,Accountant,Postgraduate,35,166462,28.0,82.6,11,26,5.0,5,4.4,2,4,84,89.1,High Performer,5.9
EMP0639,40,Female,Engineering,Team Lead,Graduate,17,135649,44.0,89.1,6,14,8.0,8,3.9,2,9,93,98.0,High Performer,5.0
EMP0640,52,Male,Support,Support Lead,Graduate,32,136237,17.0,87.0,11,5,7.0,6,3.0,3,7,77,93.0,High Performer,5.0
EMP0641,38,Male,Sales,Business Associate,Graduate,12,87827,53.0,81.7,7,33,7.0,6,3.4,3,12,68,67.5,Average Performer,7.5
EMP0642,24,Female,Finance,Finance Manager,Graduate,3,90389,27.0,92.4,2,15,4.0,6,5.0,4,5,98,68.5,Average Performer,8.8
EMP0643,27,Female,Operations,Operations Manager,MBA,5,68808,47.0,86.6,7,21,4.0,5,3.5,4,11,68,64.9,Average Performer,6.4
EMP0644,39,Female,Sales,Sales Executive,MBA,19,116119,,85.4,9,0,5.0,4,4.3,2,3,78,88.1,High Performer,5.0
EMP0645,32,Female,Marketing,Content Strategist,Postgraduate,7,70378,20.0,90.4,7,1,8.0,8,4.2,3,8,98,92.7,High Performer,5.0
EMP0646,38,Male,Marketing,Marketing Manager,Graduate,14,91272,30.0,97.3,4,0,10.0,7,3.8,2,7,58,88.6,High Performer,5.0
EMP0647,41,Male,Support,Customer Support,Postgraduate,18,83049,12.0,90.9,7,1,7.0,6,3.2,0,8,64,82.9,High Performer,5.0
EMP0648,43,Male,Support,Service Associate,Graduate,20,103964,38.0,79.3,8,11,9.0,5,3.7,3,10,78,95.6,High Performer,5.0
EMP0649,30,Male,Engineering,Data Analyst,Graduate,6,100761,25.0,86.6,6,26,10.0,8,3.7,5,4,66,76.3,High Performer,5.6
EMP0650,54,Female,Finance,Accountant,Postgraduate,34,172154,14.0,100.0,7,3,5.0,9,3.7,2,2,71,97.7,High Performer,5.0
EMP0651,51,Male,Finance,Financial Analyst,Graduate,30,140563,27.0,83.4,12,18,7.0,5,3.6,0,5,55,81.7,High Performer,5.4
EMP0652,57,Female,Engineering,Team Lead,Graduate,35,180000,36.0,94.2,10,9,7.0,5,4.0,0,9,89,98.0,High Performer,5.0
EMP0653,25,Female,Engineering,Team Lead,Graduate,3,82151,17.0,90.6,7,16,5.0,6,3.9,2,4,92,70.7,Average Performer,8.4
EMP0654,55,Female,HR,Recruiter,MBA,30,118390,10.0,86.3,11,4,7.0,4,3.3,0,5,79,88.4,High Performer,5.0
EMP0655,48,Male,Support,Service Associate,Graduate,24,102520,44.0,85.4,13,6,7.0,8,3.8,0,2,96,98.0,High Performer,5.0
EMP0656,45,Male,Marketing,SEO Analyst,Diploma,24,114496,36.0,90.6,10,9,5.0,7,2.8,4,5,78,89.7,High Performer,5.0
EMP0657,32,Female,Engineering,Data Analyst,Postgraduate,11,106725,27.0,84.8,4,22,3.0,5,3.6,5,8,64,67.1,Average Performer,6.1
EMP0658,28,Male,Sales,Account Manager,MBA,6,70833,42.0,79.0,7,10,9.0,6,4.4,3,5,81,94.1,High Performer,5.0
EMP0659,23,Male,Marketing,Marketing Manager,Graduate,0,73477,25.0,78.0,4,32,5.0,5,2.8,5,5,60,53.6,Needs Improvement,12.1
EMP0660,26,Female,Marketing,SEO Analyst,MBA,5,58911,12.0,83.3,3,0,5.0,5,3.2,6,4,68,68.7,Average Performer,5.0
EMP0661,33,Female,Engineering,QA Engineer,MBA,9,84519,38.0,85.2,8,1,5.0,7,4.2,3,9,77,89.5,High Performer,5.0
EMP0662,37,Female,Engineering,Team Lead,Postgraduate,13,126596,33.0,90.5,9,13,5.0,7,3.5,6,9,68,83.1,High Performer,6.4
EMP0663,47,Male,Finance,Financial Analyst,Graduate,24,119377,40.0,92.5,12,13,6.0,8,2.9,4,10,97,98.0,High Performer,5.0
EMP0664,53,Male,Operations,Process Analyst,Postgraduate,30,141961,23.0,100.0,10,4,5.0,9,4.8,4,11,98,98.0,High Performer,5.0
EMP0665,23,Female,Engineering,Team Lead,MBA,0,72523,30.0,92.9,4,2,9.0,6,3.5,1,11,78,85.5,High Performer,5.0
EMP0666,54,Female,Finance,Accountant,Postgraduate,27,140040,43.0,89.7,11,5,10.0,6,3.6,4,4,84,98.0,High Performer,5.0
EMP0667,30,Male,Support,Customer Support,Graduate,7,46660,,98.3,17,24,8.0,7,2.9,4,1,57,76.6,High Performer,9.5
EMP0668,44,Male,Engineering,Data Analyst,Graduate,20,116951,26.0,81.6,7,4,8.0,7,2.6,2,13,68,89.6,High Performer,5.0
EMP0669,27,Female,HR,HR Executive,MBA,5,71301,34.0,89.4,3,25,8.0,5,3.3,2,1,48,59.0,Average Performer,7.0
EMP0670,33,Male,Marketing,Content Strategist,MBA,6,78479,11.0,94.3,7,17,10.0,5,1.5,1,7,71,67.6,Average Performer,5.0
EMP0671,48,Male,Sales,Business Associate,MBA,24,112900,37.0,90.3,10,15,6.0,5,3.0,2,14,66,83.1,High Performer,5.8
EMP0672,50,Female,Engineering,QA Engineer,Postgraduate,27,152275,55.0,98.4,9,13,7.0,7,2.9,4,6,83,92.6,High Performer,5.0
EMP0673,47,Female,Engineering,Team Lead,Postgraduate,20,131862,51.0,93.9,11,30,5.0,5,4.0,2,6,77,82.2,High Performer,13.4
EMP0674,37,Female,Engineering,Data Analyst,Graduate,16,105030,26.0,93.4,7,13,4.0,10,3.5,3,3,69,86.3,High Performer,5.0
EMP0675,34,Female,Finance,Accountant,Diploma,7,87925,5.0,88.1,6,1,9.0,5,3.3,1,5,87,98.0,High Performer,5.0
EMP0676,55,Female,Finance,Financial Analyst,Graduate,34,164508,35.0,92.1,6,16,,4,3.6,0,5,90,86.8,High Performer,5.0
EMP0677,40,Male,Operations,Process Analyst,Postgraduate,18,118167,45.0,85.2,7,5,5.0,4,3.4,4,2,77,82.4,High Performer,5.4
EMP0678,55,Female,HR,Recruiter,Postgraduate,28,134350,32.0,90.3,13,25,4.0,7,3.7,2,7,64,88.1,High Performer,10.1
EMP0679,27,Male,Marketing,Marketing Manager,Graduate,3,56598,43.0,97.7,6,11,7.0,6,2.7,1,4,72,78.0,High Performer,5.0
EMP0680,47,Female,Engineering,Data Analyst,Postgraduate,23,127848,37.0,100.0,9,13,5.0,9,2.7,3,4,79,80.4,High Performer,8.1
EMP0681,47,Female,Marketing,SEO Analyst,Graduate,27,142596,39.0,76.8,11,13,6.0,6,2.4,3,0,80,87.7,High Performer,7.2
EMP0682,28,Male,Support,Customer Support,Graduate,2,41695,16.0,91.6,4,24,5.0,5,3.7,1,6,81,60.0,Average Performer,8.7
EMP0683,52,Female,Marketing,Marketing Manager,Graduate,32,152269,31.0,96.2,10,16,6.0,7,3.2,5,14,97,98.0,High Performer,5.0
EMP0684,23,Female,Support,Customer Support,Postgraduate,3,37794,47.0,100.0,9,23,7.0,5,3.6,6,4,64,80.3,High Performer,10.2
EMP0685,53,Female,HR,HR Executive,Graduate,27,115851,47.0,90.6,15,16,6.0,7,3.3,0,5,81,90.0,High Performer,5.7
EMP0686,32,Female,Sales,Sales Executive,Graduate,11,84567,32.0,85.3,7,14,5.0,7,3.7,2,15,72,73.6,Average Performer,5.0
EMP0687,53,Female,Marketing,Marketing Manager,Graduate,30,128180,12.0,87.2,12,15,9.0,8,3.9,6,5,86,98.0,High Performer,8.0
EMP0688,47,Female,Finance,Accountant,Graduate,20,126401,38.0,88.9,10,0,7.0,6,5.0,3,3,63,98.0,High Performer,5.0
EMP0689,41,Female,Marketing,Content Strategist,Graduate,16,106910,36.0,92.0,9,23,7.0,5,3.4,4,0,56,82.8,High Performer,10.7
EMP0690,28,Female,Engineering,Data Analyst,Graduate,4,88666,18.0,83.4,5,12,4.0,8,3.2,2,7,68,68.2,Average Performer,5.0
EMP0691,31,Male,Support,Service Associate,Graduate,7,69687,24.0,81.3,9,8,9.0,6,3.7,2,0,58,82.0,High Performer,5.0
EMP0692,57,Male,HR,Recruiter,Graduate,30,132767,42.0,96.4,11,21,6.0,10,2.6,2,9,95,94.2,High Performer,8.6
EMP0693,38,Female,Operations,Process Analyst,Graduate,15,100578,27.0,93.4,9,17,5.0,6,3.4,3,9,78,71.5,Average Performer,6.7
EMP0694,25,Male,Operations,Process Analyst,Graduate,1,26807,34.0,95.6,5,9,,7,2.7,5,5,57,72.8,Average Performer,5.0
EMP0695,55,Other,HR,Recruiter,Diploma,35,138518,39.0,94.7,16,26,7.0,5,4.6,2,3,83,98.0,High Performer,7.4
EMP0696,45,Female,Engineering,Software Engineer,Graduate,24,115754,36.0,90.4,8,9,7.0,9,3.0,3,9,73,91.4,High Performer,5.0
EMP0697,40,Female,Sales,Business Associate,Graduate,18,107119,50.0,100.0,11,3,7.0,5,3.7,1,0,74,98.0,High Performer,5.0
EMP0698,51,Male,Finance,Finance Manager,MBA,26,131703,34.0,100.0,10,14,7.0,6,3.2,3,3,81,91.7,High Performer,5.2
EMP0699,54,Female,Marketing,SEO Analyst,Graduate,32,133081,43.0,81.6,13,13,2.0,7,3.2,1,3,85,85.1,High Performer,5.0
EMP0700,51,Male,HR,HR Manager,Postgraduate,30,142248,18.0,90.8,9,9,5.0,5,3.5,3,2,84,92.9,High Performer,5.0
EMP0701,24,Female,Engineering,Team Lead,MBA,0,60398,49.0,95.5,1,0,8.0,6,4.6,4,7,55,86.8,High Performer,5.0
EMP0702,56,Male,Operations,Operations Manager,Graduate,31,164398,31.0,93.3,9,14,4.0,6,3.5,6,0,83,91.3,High Performer,5.9
EMP0703,30,Female,Sales,Account Manager,Postgraduate,6,65127,35.0,85.3,5,9,6.0,5,2.8,3,10,73,69.4,Average Performer,5.0
EMP0704,56,Female,Operations,Operations Associate,Graduate,32,130974,29.0,96.0,13,5,6.0,5,4.1,3,6,93,98.0,High Performer,5.5
EMP0705,38,Female,Sales,Sales Executive,Diploma,13,105894,26.0,85.4,9,6,8.0,7,2.9,2,3,79,97.6,High Performer,5.0
EMP0706,24,Male,Finance,Financial Analyst,Postgraduate,1,62210,38.0,88.3,3,23,7.0,6,4.4,0,11,58,69.0,Average Performer,6.3
EMP0707,57,Male,Sales,Business Associate,Postgraduate,30,137683,54.0,77.3,11,7,2.0,6,4.8,1,9,98,96.7,High Performer,5.0
EMP0708,36,Male,Sales,Business Associate,Postgraduate,16,106408,35.0,100.0,7,28,7.0,9,2.6,3,4,79,82.1,High Performer,9.6
EMP0709,27,Male,Support,Support Lead,Postgraduate,7,65269,22.0,97.2,6,26,7.0,7,3.9,1,7,95,75.8,High Performer,10.1
EMP0710,50,Male,Operations,Operations Associate,MBA,24,129159,17.0,91.5,9,10,9.0,5,2.5,4,0,59,91.4,High Performer,5.0
EMP0711,40,Male,Operations,Operations Manager,Postgraduate,20,94731,37.0,87.2,9,15,7.0,7,3.3,3,6,50,84.0,High Performer,5.5
EMP0712,28,Male,HR,Recruiter,Postgraduate,7,84435,17.0,84.4,8,8,5.0,8,4.2,4,9,69,74.2,Average Performer,5.0
EMP0713,43,Female,Engineering,Data Analyst,Graduate,16,119779,55.0,85.8,3,20,5.0,6,2.3,1,0,72,67.2,Average Performer,7.5
EMP0714,55,Female,Sales,Sales Executive,Diploma,31,140841,32.0,89.9,11,7,6.0,8,3.0,1,5,73,86.0,High Performer,5.0
EMP0715,31,Male,Sales,Sales Executive,Graduate,10,88120,26.0,91.1,7,4,7.0,8,3.3,1,5,84,80.4,High Performer,5.0
EMP0716,55,Female,HR,Recruiter,Diploma,30,151277,17.0,92.9,14,20,4.0,4,3.0,3,6,70,77.1,High Performer,6.1
EMP0717,52,Female,Engineering,QA Engineer,Graduate,25,145126,33.0,84.6,8,6,7.0,10,3.9,2,3,66,97.5,High Performer,5.0
EMP0718,53,Female,Marketing,Content Strategist,Graduate,30,143554,31.0,84.3,10,21,6.0,7,2.7,4,7,71,81.2,High Performer,9.3
EMP0719,43,Female,Operations,Process Analyst,Postgraduate,19,113443,37.0,86.5,9,9,6.0,3,3.5,4,6,92,91.4,High Performer,5.0
EMP0720,28,Female,Support,Service Associate,Graduate,3,59251,54.0,93.2,4,1,6.0,8,3.3,3,5,78,72.5,Average Performer,5.0
EMP0721,32,Female,Operations,Operations Manager,Graduate,5,69606,37.0,92.7,9,26,7.0,9,3.6,4,7,64,74.1,Average Performer,9.5
EMP0722,37,Male,Engineering,QA Engineer,Graduate,10,64673,54.0,88.2,5,3,6.0,5,3.0,1,8,98,93.6,High Performer,5.0
EMP0723,30,Female,Engineering,Software Engineer,Postgraduate,3,74585,28.0,95.1,9,14,4.0,6,2.5,3,7,66,70.5,Average Performer,6.9
EMP0724,29,Male,Support,Support Lead,Graduate,9,91444,30.0,93.3,9,12,9.0,8,4.5,3,15,66,98.0,High Performer,5.2
EMP0725,54,Male,Engineering,Team Lead,Postgraduate,30,148040,8.0,88.9,8,12,10.0,9,2.5,4,9,81,95.7,High Performer,5.0
EMP0726,31,Male,Marketing,Content Strategist,Graduate,9,78997,24.0,89.5,9,13,9.0,5,3.6,2,8,64,95.2,High Performer,5.0
EMP0727,44,Male,Engineering,Team Lead,Graduate,20,116239,41.0,100.0,6,33,7.0,6,2.9,2,0,75,75.4,High Performer,8.1
EMP0728,31,Female,Operations,Operations Associate,Postgraduate,7,81761,34.0,85.8,7,13,4.0,6,3.9,4,5,80,68.1,Average Performer,5.0
EMP0729,44,Male,Engineering,Team Lead,MBA,23,129056,60.0,86.9,6,12,6.0,5,5.0,3,7,76,93.0,High Performer,6.8
EMP0730,31,Female,Engineering,Team Lead,Postgraduate,6,106212,29.0,92.5,6,25,4.0,8,3.4,4,2,71,63.8,Average Performer,7.2
EMP0731,41,Male,Operations,Operations Manager,Postgraduate,20,87370,29.0,96.1,10,13,7.0,5,4.6,6,6,98,93.7,High Performer,5.0
EMP0732,44,Male,HR,Recruiter,Graduate,21,100184,23.0,96.8,11,9,3.0,4,4.7,4,6,98,98.0,High Performer,5.0
EMP0733,47,Female,Engineering,Team Lead,Postgraduate,21,106828,47.0,80.6,14,7,10.0,6,2.4,5,11,69,98.0,High Performer,5.0
EMP0734,23,Female,Engineering,Team Lead,Graduate,0,68029,42.0,88.7,5,5,5.0,9,2.7,4,6,70,68.9,Average Performer,5.0
EMP0735,45,Female,Marketing,SEO Analyst,Postgraduate,18,113338,11.0,97.0,8,32,9.0,5,4.0,1,6,86,88.4,High Performer,11.1
EMP0736,49,Female,Engineering,Software Engineer,MBA,23,115523,51.0,89.5,9,9,6.0,5,3.8,2,7,85,95.9,High Performer,5.0
EMP0737,48,Male,Sales,Business Associate,Graduate,25,124614,24.0,82.1,8,25,8.0,5,3.3,4,3,83,85.0,High Performer,8.6
EMP0738,51,Female,Sales,Account Manager,Diploma,24,103263,32.0,94.9,6,16,8.0,3,3.3,5,8,59,85.2,High Performer,5.0
EMP0739,47,Male,Operations,Operations Associate,Graduate,21,105692,31.0,82.9,10,15,4.0,8,3.4,3,9,84,85.9,High Performer,5.7
EMP0740,39,Female,HR,HR Executive,Graduate,12,102888,42.0,87.3,6,13,5.0,5,2.0,0,13,67,78.0,High Performer,6.2
EMP0741,26,Female,Engineering,Software Engineer,Graduate,6,93290,20.0,84.3,4,25,9.0,7,3.3,5,2,72,72.5,Average Performer,5.9
EMP0742,23,Male,Engineering,QA Engineer,Graduate,1,94500,56.0,90.7,5,8,7.0,5,3.4,3,4,66,80.6,High Performer,5.0
EMP0743,48,Female,Support,Customer Support,Postgraduate,22,112320,42.0,85.8,7,4,6.0,7,3.1,4,0,76,92.3,High Performer,5.0
EMP0744,23,Male,Finance,Accountant,Postgraduate,2,87686,27.0,87.2,0,0,9.0,7,2.6,1,5,54,62.0,Average Performer,5.0
EMP0745,55,Male,Sales,Business Associate,Graduate,34,143778,32.0,88.7,9,0,9.0,7,2.5,3,4,83,98.0,High Performer,5.0
EMP0746,41,Male,Engineering,Team Lead,Graduate,19,120730,42.0,86.0,7,16,4.0,7,3.0,4,8,84,70.5,Average Performer,6.5
EMP0747,22,Other,Sales,Sales Executive,Graduate,0,66428,29.0,84.5,3,15,6.0,9,3.4,3,0,63,63.7,Average Performer,5.0
EMP0748,38,Male,Marketing,Marketing Manager,Diploma,11,106230,41.0,96.5,6,12,6.0,7,4.1,3,9,67,86.2,High Performer,6.8
EMP0749,49,Female,Sales,Business Associate,Graduate,25,128106,18.0,92.8,6,10,7.0,5,3.6,3,2,89,85.5,High Performer,8.4
EMP0750,57,Male,Sales,Sales Executive,MBA,35,137687,47.0,87.5,7,21,6.0,7,4.2,3,15,68,84.6,High Performer,6.8
EMP0751,48,Female,Operations,Operations Manager,Postgraduate,27,117557,24.0,99.0,9,12,8.0,3,3.5,1,4,77,90.1,High Performer,5.0
EMP0752,53,Male,Engineering,Team Lead,Graduate,29,155679,31.0,87.1,8,11,10.0,6,2.7,4,4,88,97.8,High Performer,5.8
EMP0753,39,Male,Operations,Operations Manager,MBA,17,104518,61.0,88.4,9,31,4.0,4,2.9,4,0,85,75.0,High Performer,14.9
EMP0754,55,Male,Engineering,Team Lead,Graduate,29,141979,20.0,86.6,10,15,3.0,6,3.5,3,12,87,79.5,High Performer,5.0
EMP0755,39,Male,Support,Customer Support,Diploma,18,101646,49.0,96.1,3,6,4.0,7,3.8,0,4,88,82.1,High Performer,5.0
